Rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,rev_Range,mou_Range,totmrc_Range,da_Range,ovrmou_Range,ovrrev_Range,vceovr_Range,datovr_Range,roam_Range,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,drop_vce_Range,drop_dat_Range,blck_vce_Range,blck_dat_Range,unan_vce_Range,unan_dat_Range,plcd_vce_Range,plcd_dat_Range,recv_vce_Range,recv_sms_Range,comp_vce_Range,comp_dat_Range,custcare_Range,ccrndmou_Range,cc_mou_Range,inonemin_Range,threeway_Range,mou_cvce_Range,mou_cdat_Range,mou_rvce_Range,owylis_vce_Range,mouowylisv_Range,iwylis_vce_Range,mouiwylisv_Range,peak_vce_Range,peak_dat_Range,mou_peav_Range,mou_pead_Range,opk_vce_Range,opk_dat_Range,mou_opkv_Range,mou_opkd_Range,drop_blk_Range,attempt_Range,complete_Range,callfwdv_Range,callwait_Range,churn,months,uniqsubs,actvsubs,crtcount,rmcalls,rmmou,rmrev,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,REF_QTY,tot_ret,tot_acpt,hnd_price,pre_hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,occu1,ownrent,lor,dwlltype,marital,mailordr,age1,age2,wrkwoman,mailresp,children,adults,infobase,income,numbcars,cartype,HHstatin,mailflag,solflag,dwllsize,forgntvl,educ1,proptype,pcowner,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,retdays,eqpdays,Customer_ID
90.6125,1151.25,94.99,0.2475,21.5,5.375,5.375,0,0,19.75,474,0,0.99,79,19.75,19.75,0,0,224.75,-5.6225,3,0,0.333333333,0,20.66666667,0,99,0,49.66666667,0,75.33333333,0,1.333333333,16.66666667,16.25333333,11.66666667,0,409.0933333,0,476.0466667,19.33333333,26.38666667,15,100.9966667,70,0,340.03,0,52.33333333,0,545.1166667,0,3.333333333,99,75.33333333,0,1.666666667,4,0,1,0,7,0,16,0,27,0,19,0,4,50,48.76,9,0,321,0,171.25,11,15.34,16,111.38,2,0,139.52,0,5,0,249.65,0,5,16,19,0,1,1,54,4,2,999,999,999,999,4344,29840,3827.49,3704.18,29219,4268,71.23,561.9,82.08,1076,137,93,871,129,89,999,999,999,29.98999023,29.98999023,2,1,NA,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,N,U,U,U,U,U,N,UNKNOWN,999,1599,1000107
103.08,987.5,79.99,14.6025,71.25,17.8125,17.8125,0,0,65.08,447,0,18.81,193,48.25,48.25,0,0,-153.5,-28.14,5,0,17.66666667,0,46.66666667,0,326.3333333,0,79.66666667,0,258,0,0.333333333,1.333333333,1.073333333,33.66666667,0.666666667,443.83,0,199.2533333,30,27.94666667,8.333333333,16.76666667,270.6666667,0,530.4033333,0,66,0,112.68,0,22.66666667,326.3333333,258,0,5.666666667,4,0,20,0,45,0,197,0,52,0,138,0,1,4,3.22,30,2,182.76,0,38.78,25,40.58,9,16.72,134,0,116.9,0,58,0,104.64,0,22,197,138,0,8,1,50,1,1,999,999,999,999,11021,21669.11333,3340.74,3247.19,21481.11,10885,67.65,447.52,226.77,1039,370,112,998,397,110,999,999,999,79.98999023,29.98999023,2,2,WC,0,0,0,NA,O,12,NA,A,B,60,60,NA,R,NA,4,M,4,1,NA,I,NA,NA,NA,0,999,NA,NA,F,U,U,U,U,U,Y,New,999,693,1000108
226.005,2337.5,78,0,370,37,37,0,1.92,147.85,629,0,0,369,36.9,36.9,0,3.45,-365.5,-95.445,13.66666667,0,12,0,48,0,261.3333333,0,196.6666667,0,195.3333333,0,0,0,0,61.33333333,0,934.2933333,0,609.7233333,32,74.15666667,48.66666667,154.9733333,286.3333333,0,1001.653333,0,98,0,542.36,0,25.66666667,261.3333333,195.3333333,0,8.333333333,2,0,10,0,31,0,118,0,167,0,93,0,0,0,0,70,0,198.44,0,278.87,20,58.17,64,98.29,213,0,513.16,0,57,0,288.16,0,10,118,93,0,12,0,54,1,1,999,999,999,999,18036,50507.02,6453.46,6349.43,50422.02,18002,126.99,1008.44,360.04,2459,635,258,2618,645,328,999,999,999,199.9899902,29.98999023,5,4,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,H,U,U,U,U,U,N,UNKNOWN,999,240,1000109
94.925,1655.75,75,1.485,25.5,2.55,2.55,0,0,23.86,412,0,4.95,56,5.6,5.6,0,0,-51.75,-7.295,11.33333333,0,9.666666667,0,129.3333333,0,624,0,109.6666667,0,475.3333333,0,9.333333333,9.666666667,4.636666667,49.33333333,0,875.54,0,197.89,42.66666667,39.85,0.333333333,0.343333333,517,0,967.6266667,0,66.33333333,0,105.8,0,21,624,475.3333333,0,5,7,0,5,0,23,0,168,0,12,0,144,0,11,12,6.22,6,0,376.11,0,69.88,15,8.14,1,1.03,137,0,331.56,0,8,0,60.21,0,8,168,144,0,3,1,52,1,1,3,999,999,999,30811,67742.45,4811.88,4660.8,66573.45,30278,93.22,1331.47,605.56,1673,750,97,1724,782,99,999,999,999,79.98999023,79.98999023,11,5,WC,1,0,0,NA,O,15,S,M,B,40,40,NA,R,Y,3,M,9,1,B,C,NA,NA,A,0,999,A,Y,J,U,U,U,Y,Y,Y,New,999,314,1000110
105.845,784,79.99,0.2475,0,0,0,0,17.7575,33.82,204,0,0.99,0,0,0,0,19.48,-30,18.435,1.666666667,0,2.333333333,0,18,0,94.66666667,0,163.3333333,0,74,0,0,0,0,56.66666667,0,89.23333333,0,479.1233333,16.33333333,2.273333333,2.666666667,2.93,197.3333333,0,486.4033333,0,38.66666667,0,81.94666667,0,4,94.66666667,74,0,1.333333333,3,0,3,0,9,0,22,0,51,0,27,0,0,0,0,30,0,49.69,0,86.45,14,3.08,7,7.42,35,0,77.07,0,37,0,80.43,0,6,22,27,0,1,0,54,2,2,999,13,33,15.11,92076,155186,7997.44,7628.44,155186,92076,146.7,2984.35,1770.69,794,368,100,1018,525,107,999,999,999,39.98999023,29.98999023,24,5,WCMB,0,0,0,NA,O,10,S,M,B,62,62,NA,R,Y,4,M,6,999,NA,B,NA,NA,A,0,999,NA,NA,U,U,U,U,Y,Y,Y,New,999,452,1000111
34.94,294.5,32.705,0.2475,3.75,1.5,1.5,0,0,76.22,165,72.12,0.99,8,3.2,3.2,0,0,77.5,3.9,2,0,2.666666667,0,54.66666667,0,136.3333333,0,53.66666667,0,77.66666667,0,1.333333333,3.333333333,2.233333333,24.66666667,0,120.1133333,0,87.56333333,5,1.786666667,0.333333333,0.076666667,86.33333333,0,147.76,0,43.33333333,0,59.91666667,0,4.666666667,136.3333333,77.66666667,0,0.333333333,2,0,5,0,65,0,79,0,7,0,21,0,4,10,6.7,10,0,54.88,0,33.7,5,2.6,1,0.23,16,0,48.34,0,30,0,60.24,0,4,79,21,0,1,1,52,1,1,999,999,999,999,6417,13275.05333,1347.22,1319.32,13126.05,6327,32.98,328.15,158.18,269,150,34,278,154,36,999,999,999,29.98999023,29.98999023,2,2,WC,0,0,0,NA,O,1,S,U,NA,24,22,NA,NA,NA,2,M,5,1,F,C,NA,NA,A,0,999,NA,NA,H,U,U,U,U,U,Y,New,999,765,1000112
30.26,24.75,29.99,0,0,0,0,0,0,0.54,69,0,0,0,0,0,0,0,-24.75,-0.27,0,0,0,0,0.666666667,0,2.333333333,0,0.666666667,0,1.666666667,0,0,0,0,0.333333333,0,5.026666667,0,1.64,0,0,0,0,0.333333333,0,1.416666667,0,2,0,5.25,0,0,2.333333333,1.666666667,0,0,0,0,0,0,2,0,7,0,1,0,5,0,0,0,0,1,0,15.08,0,4.25,0,0,0,0,1,0,4.25,0,6,0,15.75,0,0,7,5,0,0,0,50,1,1,1,999,999,999,931,3118,1284.5,1244.51,3100,923,32.75,81.58,24.29,33,6,31,24,4,31,999,999,999,29.98999023,999,1,1,NA,0,0,0,2,O,9,S,S,B,46,46,NA,R,N,3,M,6,3,A,I,NA,N,A,0,2,A,Y,N,U,U,U,U,U,Y,New,999,1515,1000113
90.75,1229,69.99,1.485,102.75,20.55,20.55,0,0,72.54,713,0,2.97,360,72,72,0,0,-254,-18.48,8.333333333,0,0.666666667,0,23.66666667,0,271.6666667,0,291.3333333,0,242,0,0,0,0,140,0.333333333,304.9866667,0,516.5666667,100.6666667,104.9666667,15.66666667,18.12333333,408.3333333,0,698.0033333,0,73.66666667,0,123.55,0,9,271.6666667,242,0,10.66666667,11,0,1,0,13,0,66,0,37,0,66,0,0,0,0,46,1,96.74,0,317.37,26,39.5,11,12.56,19,0,250.69,0,61,0,111.66,0,10,66,66,0,6,1,50,3,3,999,999,999,999,21647,38143.03333,3585.21,3530.13,38013.03,21573,73.54,791.94,449.44,1314,720,97,1202,670,91,999,999,999,99.98999023,99.98999023,5,4,WCMB,1,0,0,NA,O,4,S,M,B,48,46,Y,R,Y,2,M,8,1,D,C,NA,NA,A,0,999,A,NA,G,U,U,U,Y,U,Y,New,999,263,1000114
113.5225,1807.25,85,1.98,102,10.2,10.2,0,1.0025,31.49,640,0,2.97,209,20.9,20.9,0,2.73,-373.25,-16.3925,4.333333333,0,19,0,69.66666667,0,447.3333333,0,236,0,355.6666667,0,0,0,0,96,0,726.82,0,658.3366667,37,38,48.33333333,146.1566667,517.6666667,0,1234.67,0,72.66666667,0,150.49,0,23.33333333,447.3333333,355.6666667,0,6,5,0,34,0,58,0,96,0,46,0,29,0,0,0,0,33,0,195.87,0,111.69,20,17.93,25,63.57,20,0,207.37,0,21,0,123.19,0,39,96,29,0,5,0,52,2,1,999,4,7,2.73,39755,95177.01667,5793.13,5727.57,94228.02,39292,114.55,1884.56,785.84,1932,799,119,1924,794,119,999,999,999,79.98999023,79.98999023,9,4,WCMB,1,0,0,NA,O,8,S,M,NA,48,0,NA,R,NA,1,M,7,1,B,C,NA,NA,A,0,999,M,NA,N,U,U,U,U,U,Y,New,999,387,1000115
51.4625,368,44.99,1.98,39,13.65,13.65,0,0.8425,45.52,338,0,1.98,117,40.95,40.95,0,2.59,-174,-13.7125,4.333333333,0,1.333333333,0,26.66666667,0,105.3333333,0,22.33333333,0,75,0,0,0,0,3.666666667,0,154.93,0,81.86,26.33333333,25.83,1.666666667,13.53,69,0,178.8566667,0,26.33333333,0,57.93333333,0,5.666666667,105.3333333,75,0,2.333333333,4,0,4,0,7,0,58,0,22,0,60,0,0,0,0,1,0,131.7,0,89.82,16,3.48,2,2.88,51,0,137.57,0,28,0,83.95,0,8,58,60,0,2,1,56,1,1,999,999,999,999,3361,10712,1960.56,1936.69,10687,3345,44.02,242.89,76.02,426,142,56,484,147,69,999,999,999,29.98999023,29.98999023,3,2,NA,0,0,0,2,O,999,NA,M,B,48,0,Y,R,N,1,M,6,999,NA,C,NA,NA,NA,1,1,NA,NA,N,U,U,U,U,U,Y,UNKNOWN,999,701,1000116
35.5825,291.25,44.99,0.495,0.25,0.0975,0,0.0975,0,1.38,204,0,0.99,1,0.39,0,0.39,0,-18.25,0.3975,4.666666667,0,5,0,42,0,118,0.333333333,47.33333333,0,67.66666667,0.333333333,0,0,0,30.33333333,0,136.1533333,0.05,76.33,5,3.693333333,2.333333333,6.263333333,46.33333333,0,82.57333333,0,63.33333333,0.333333333,129.91,0.05,9.666666667,118.3333333,68,0,1.666666667,3,0,2,0,16,0,36,1,27,0,29,1,0,0,0,23,0,70.37,0.15,38.59,6,5.15,4,13.87,7,0,38.19,0,52,1,106.8,0.15,4,35,28,0,3,0,52,1,1,999,999,999,999,878,2607,405.83,281.45,1848,696,31.27,205.33,77.33,297,101,35,196,77,38,999,999,999,149.9899902,29.98999023,3,2,WCMB,0,0,0,NA,O,15,M,U,NA,42,34,NA,NA,NA,3,M,5,1,E,NA,NA,NA,J,0,999,NA,NA,N,U,U,U,U,U,N,UNKNOWN,999,135,1000117
125.47,1697.25,75,24.0075,92.75,9.6375,9.15,0.4875,9.575,81.27,898,0,15.84,371,38.55,36.6,1.95,16.52,-167.25,-19.22,12.66666667,0,10.66666667,0,56.33333333,0,597.6666667,0,94.33333333,0,521.6666667,0,0,0,0,36.33333333,0,726.6466667,0,187.77,204.3333333,180.0466667,26.66666667,53.06,553.6666667,0,846.5833333,0,58.66666667,0,67.83,0,23.33333333,597.6666667,521.6666667,0,12.33333333,4,0,16,0,32,0,201,0,32,0,156,0,0,0,0,20,0,134.45,0,41.16,71,88.87,14,15.99,183,0,166.23,0,3,0,40.92,0,12,201,156,0,7,0,54,3,3,999,20,38,14.26,35934,75351.91667,6165.85,6067.2,74863.92,35701,121.34,1497.28,714.02,1753,839,132,1606,754,126,999,999,999,199.9899902,129.9899902,11,6,WCMB,1,0,0,NA,O,2,M,M,NA,28,0,Y,NA,NA,3,M,2,999,B,NA,NA,NA,B,0,999,NA,Y,N,U,U,U,U,U,Y,UNKNOWN,999,133,1000118
114.5425,1171.5,83,0.99,0,0,0,0,8.6525,70.63,552,0,2.97,0,0,0,0,29.32,183.5,-27.8125,4.666666667,0,10.33333333,0,39,0,269,0,261.3333333,0,216.6666667,0,0.333333333,0.333333333,0.193333333,147,0,242.1033333,0,353.5266667,91.66666667,94.90666667,86.66666667,103.68,442,0,555.7833333,0,32.33333333,0,39.84666667,0,15,269,216.6666667,0,11,3,0,7,0,11,0,109,0,36,0,94,0,1,1,0.58,6,0,126.41,0,67.21,40,44.58,11,35.73,107,0,181.29,0,15,0,16.81,0,10,109,94,0,10,0,54,1,1,1,999,999,999,33075,54202.03,5419.91,5278,53866.03,32864,101.5,1035.89,632,1110,677,124,1327,833,107,999,999,999,9.989997864,29.98999023,4,4,NA,1,1,1,NA,O,7,S,M,B,44,44,NA,R,Y,4,M,7,2,B,C,NA,NA,A,0,999,NA,NA,H,U,U,Y,Y,U,Y,New,999,773,1000119
18.25,8,16.99,0,4.25,1.105,1.105,0,0,4.73,32,0,0,17,4.42,4.42,0,0,-8,-1.26,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,50,1,1,999,999,999,999,239,765,1026.04,986.36,763,237,20.99,16.23,5.04,11,1,19,6,1,18,999,999,999,149.9899902,29.98999023,2,2,WCMB,0,0,0,C,O,7,S,S,B,62,0,Y,R,NA,3,M,1,1,NA,C,NA,NA,C,0,2,A,Y,S,U,U,U,U,U,Y,UNKNOWN,999,206,1000120
33.85,225,29.99,0.2475,0,0,0,0,0,10.8,376,0,0.99,0,0,0,0,0,74,-2.51,0,0,0,0,0,0,17,0,14,0,17,0,0,0,0,5.333333333,0,60.57666667,0,156.56,3,19.53666667,0,0,13.66666667,0,68.67666667,0,17.33333333,0,148.46,0,0,17,17,0,0,0,0,0,0,0,0,19,0,18,0,19,0,0,0,0,11,0,151.89,0,218.8,8,57.33,0,0,16,0,143.49,0,17,0,181.09,0,0,19,19,0,0,0,54,1,1,999,999,999,999,1660,9703,2501.99,2465.46,9682,1652,58.7,230.52,39.33,200,42,35,172,29,33,999,999,999,29.98999023,999,1,1,NA,0,0,0,NA,O,9,NA,S,NA,52,0,NA,NA,NA,1,M,3,999,NA,C,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,Y,UNKNOWN,999,1619,1000121
78.575,1356.5,74.99,1.485,5.25,2.1,2.1,0,0,6.99,174,0,0.99,15,6,6,0,0,-44.5,-2.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,1,7,999,999,999,40188,99927.12,5721,5471.75,98201.12,39440,101.33,1818.54,730.37,1371,453,79,1591,560,104,999,999,999,199.9899902,149.9899902,15,6,WCMB,1,0,0,NA,O,13,S,M,B,50,46,NA,R,Y,3,M,9,1,D,NA,NA,NA,A,0,999,NA,NA,N,U,U,U,Y,U,Y,New,999,168,1000122
138.48,1579.75,76.99,1.7325,227.25,56.8125,56.8125,0,0,178.79,1010,0,3.96,695,173.75,173.75,0,0,-337.75,-57.53,2.666666667,0,3,0,20,0,199.6666667,0,95.66666667,1.666666667,175,0,0.333333333,2.666666667,2.49,33,0,484.4433333,0,650.5133333,56.66666667,39.10333333,24.66666667,291.24,219.6666667,0,948.8033333,0,48.33333333,0,186.1533333,0,5.666666667,199.6666667,175,0,4,4,0,6,0,19,0,51,0,21,4,32,0,1,8,7.47,9,0,190.92,0,83.17,19,2.89,24,246.22,21,0,72.6,0,44,0,180.89,0,6,51,32,0,5,1,50,1,1,1,999,999,999,22095,70407.48,7152.21,6855.4,69909.48,21874,142.82,1456.45,455.71,1692,418,158,1372,366,123,999,999,999,149.9899902,9.989997864,7,7,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,F,U,U,U,U,U,N,UNKNOWN,999,336,1000123
159.5175,2255.75,82.99,3.2175,666.5,66.65,66.65,0,0.585,200.02,4608,0,6.93,1762,176.2,176.2,0,1.17,-2238.75,-76.5275,11,0,13.33333333,0,82.66666667,0,475,0,321.3333333,0,372.6666667,0,0,0,0,175.6666667,0,948.69,0,753.2366667,119.6666667,202.43,97.66666667,265.7533333,449.6666667,0,1056.136667,0,239.6666667,0,645.7933333,0,24.33333333,475,372.6666667,0,64,10,0,24,0,121,0,626,0,478,0,475,0,0,0,0,271,0,1252.5,0,1110.01,151,248.51,191,480.99,634,0,1552.46,0,315,0,810.04,0,34,626,475,0,103,1,54,2,2,1,999,999,999,46979,121258.25,6769.75,6597.53,120228.25,46638,129.36,2357.42,914.47,3002,1065,185,3149,1141,182,999,999,999,199.9899902,999,12,10,WCMB,1,0,0,NA,O,3,S,S,NA,38,66,NA,NA,NA,2,M,3,1,B,C,NA,NA,A,0,999,A,NA,H,U,U,U,U,U,Y,New,999,318,1000124
21.55,14.5,19.99,0,4,1.56,1.56,0,0,6.24,37,0,0,16,6.24,6.24,0,0,-14.5,-1.56,1.333333333,0,0,0,0.333333333,0,5,0,1.666666667,0,3.333333333,0,0,0,0,0.666666667,0,1.933333333,0,2.893333333,0,0,0,0,4.666666667,0,4.716666667,0,0.333333333,0,0.11,0,1.333333333,5,3.333333333,0,0,3,0,0,0,1,0,4,0,4,0,2,0,0,0,0,1,0,2.09,0,8.45,0,0,0,0,6,0,10.54,0,1,0,0.33,0,3,4,2,0,0,0,52,1,1,3,999,999,999,5620,12061,2118.57,2057.44,11897,5548,41.15,237.94,110.96,19,7,22,13,5,21,999,999,999,9.989997864,29.98999023,5,3,WC,0,0,0,NA,O,8,S,B,NA,0,0,NA,NA,NA,1,M,999,999,NA,A,NA,NA,NA,0,999,B,Y,S,U,U,U,U,U,N,UNKNOWN,999,586,1000125
50.485,711,49.99,0.495,0,0,0,0,0,0.99,255,0,0.99,0,0,0,0,0,-53,-0.495,0.666666667,0,0,0,38.33333333,0,186.6666667,0,170.6666667,0,148,0,0,0,0,99,0,173.81,0,282.6033333,73.33333333,61.23,46.66666667,84.92,121,0,196.5233333,0,164.6666667,0,259.89,0,0.666666667,186.6666667,148,0,0,2,0,0,0,26,0,23,0,20,0,48,0,0,0,0,24,0,112.89,0,2.77,22,44.13,7,9.45,18,0,21.91,0,23,0,93.75,0,2,23,48,0,0,0,56,1,1,999,999,999,999,10759,18695,2972.76,2930.98,18693,10757,56.37,359.48,206.87,729,399,51,740,431,52,999,999,999,199.9899902,59.98999023,3,3,WCMB,0,0,0,2,R,2,M,S,B,38,0,Y,R,Y,1,M,6,999,NA,C,NA,NA,J,1,999,NA,Y,F,U,U,U,U,Y,Y,UNKNOWN,999,430,1000126
75,342.75,75,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,-59.75,0,3.666666667,0,10.33333333,0,24,0,118,0,67.33333333,0,81,0,0,0,0,27.33333333,0,133.1566667,0,134.99,9,2.98,0.666666667,0.72,111.3333333,0,210.5266667,0,36,0,57.62,0,14,118,81,0,0.333333333,5,0,12,0,28,0,87,0,19,0,45,0,0,0,0,12,0,93.32,0,76.95,15,6.15,1,1.53,36,0,89.05,0,27,0,54.04,0,15,87,45,0,1,0,54,1,1,999,999,999,999,4156,7679,4293.64,3949.48,7424,4040,75.95,142.77,77.69,363,188,75,269,156,75,999,999,999,29.98999023,29.98999023,4,2,WCMB,1,0,0,4,O,11,S,A,B,58,58,NA,R,Y,5,M,6,2,B,C,NA,NA,A,0,999,A,NA,H,U,U,U,U,Y,Y,New,999,581,1000127
281.33,3807.75,182.9375,8.415,759,88.5,88.425,0.075,0,218.59,1485,150.15,5.94,1535,200.5,200.2,0.3,0,5.25,-76.39,27.33333333,0,19.33333333,0,93.66666667,0,989,2,542,0,860,2,0.666666667,12.33333333,11.96,201.6666667,0.333333333,1462.463333,3.633333333,1208.423333,169,233.3866667,42,71.51,1101.333333,1,2157.236667,0.793333333,289.3333333,1,513.65,2.84,46.66666667,991,862,0,45.33333333,15,0,9,0,37,0,230,5,116,0,199,5,1,30,29.45,21,1,717.67,8.13,496.72,33,70.13,12,27.02,337,3,1158.28,2.38,22,2,62.22,5.75,22,234,204,0,35,0,50,1,1,999,999,999,999,52296,114237.7667,7437.16,7296.09,113511.77,51952,155.24,2415.14,1105.36,3806,1815,307,3083,1423,212,999,999,999,299.9899902,299.9899902,6,5,WCMB,1,0,0,NA,O,5,S,S,B,48,48,NA,R,Y,4,M,6,1,B,I,NA,NA,A,0,999,NA,NA,N,U,U,U,U,Y,Y,New,999,77,1000128
97.8275,1669.5,83,3.7125,0,0,0,0,1.28,30.97,515,0,5.94,0,0,0,0,5.12,240.5,-8.4375,1.333333333,0,18.33333333,0,95.66666667,0,383.3333333,0,213,0,268.3333333,0,0.666666667,5,4.646666667,115.6666667,0,588.6766667,0,477.35,53.33333333,27.62,58.33333333,124.68,354.6666667,0,796.3733333,0,126.3333333,0,269.6566667,0,19.66666667,383.3333333,268.3333333,0,9.333333333,2,0,25,0,32,0,100,0,72,0,101,0,2,15,13.94,49,0,141.72,0,93.2,18,13.16,7,11.76,95,0,100.38,0,64,0,172.39,0,27,100,101,0,5,0,52,2,1,1,999,999,999,28061,72377.03333,4998.28,4867.08,71311.03,27632,97.34,1426.22,552.64,1589,689,101,1625,685,99,999,999,999,149.9899902,149.9899902,9,7,WCMB,0,0,0,2,O,12,S,M,B,62,58,Y,R,NA,3,M,9,2,A,C,NA,NA,A,0,1,B,NA,H,U,U,U,U,U,Y,New,999,116,1000129
12.4925,437,10,0.7425,7,1.75,1.75,0,0,7.99,530,0,1.98,28,7,7,0,0,-233,-2.4925,10,0,4.666666667,0,27.66666667,0,136.6666667,0,0,0,94.33333333,0,0,0,0,0,0,297.2666667,0,0,0.333333333,0.173333333,0,0,65.66666667,0,196.91,0,28.66666667,0,100.3566667,0,14.66666667,136.6666667,94.33333333,0,0,21,0,2,0,17,0,89,0,0,0,49,0,0,0,0,0,0,291.29,0,0,1,0.52,0,0,41,0,224.34,0,8,0,66.95,0,23,89,49,0,0,1,56,3,3,999,999,999,999,4468,16466,2012.33,1776.64,16466,4468,34.17,316.65,85.92,515,133,13,480,124,13,999,999,999,79.98999023,79.98999023,4,3,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,N,UNKNOWN,999,656,1000130
122.76,1633.25,77.5,3.465,0,0,0,0,1.7725,99.96,421,10,5.94,0,0,0,0,3.51,-242.25,-42.42,7,0,6,0,32,0,403.3333333,0,245.6666667,0,362.3333333,0,0,0,0,114.6666667,0,401.5133333,0,571.12,124.3333333,75.10666667,70,146.2166667,545,0,880.8033333,0,54,0,91.83,0,13,403.3333333,362.3333333,0,20.33333333,13,0,2,0,25,0,74,0,96,0,53,0,0,0,0,55,0,37.31,0,149.86,39,32.7,21,37.56,89,0,55.97,0,29,0,91.62,0,15,74,53,0,7,1,52,1,1,999,999,999,999,34960,61987.22,3863.35,3783.51,61987.22,34960,94.59,1549.68,874,1714,918,137,2105,1077,155,999,999,999,149.9899902,199.9899902,9,7,WCMB,0,0,0,NA,NA,999,NA,U,NA,0,0,NA,NA,NA,999,NA,999,999,NA,NA,NA,NA,NA,0,999,NA,NA,U,U,U,U,U,U,N,UNKNOWN,999,72,1000131
38.325,483.25,50,0,8.25,0.825,0.825,0,0,3.3,130,0,0,33,3.3,3.3,0,0,-51.25,-0.825,0.333333333,0,2.666666667,0,16,0,141,0,37,0,122,0,0,0,0,14,0,309.55,0,84.63,31.66666667,40.48666667,9.666666667,18.56666667,128.6666667,0,326.0633333,0,30.33333333,0,68.11666667,0,3,141,122,0,3,1,0,1,0,13,0,92,0,25,0,79,0,0,0,0,6,0,191.11,0,65.65,30,34.56,8,22.63,87,0,220.45,0,5,0,48.28,0,0,92,79,0,5,1,52,2,1,999,999,999,999,7621,19175,2191.61,2138.38,19160,7615,50.91,456.19,181.31,500,184,39,575,210,44,999,999,999,59.98999023,29.98999023,2,2,WCMB,1,0,1,1,O,7,S,M,B,34,30,NA,R,Y,2,M,7,1,B,C,NA,NA,A,0,2,A,NA,H,Y,Y,U,Y,U,Y,New,999,504,1000132
55.505,516,50,0.2475,29.75,7.4375,7.4375,0,0.32,20.74,290,0,0.99,119,29.75,29.75,0,1.28,-45,-5.505,2.666666667,0,2.666666667,0,28,0,132,0,39.66666667,0,99.33333333,0,0,0,0,24,0,214,0,79.75,20.33333333,17.27,1.666666667,1.063333333,94,0,191.6833333,0,44.33333333,0,102.0666667,0,5.333333333,132,99.33333333,0,1.333333333,6,0,6,0,42,0,201,0,68,0,149,0,0,0,0,41,0,335.42,0,157.06,36,28,4,2.84,158,0,394.22,0,74,0,207.94,0,12,201,149,0,3,0,54,1,1,999,999,999,999,9553,20980.03667,2684.93,2684.93,20405.04,9318,51.63,392.4,179.19,531,236,57,489,223,55,999,999,999,199.9899902,9.989997864,4,3,WCMB,0,0,0,NA,O,14,S,U,NA,48,44,NA,R,Y,2,M,6,2,A,C,NA,NA,A,0,999,A,NA,N,U,U,U,Y,U,Y,UNKNOWN,999,45,1000133
