"rev_Mean","mou_Mean","totmrc_Mean","mou_Range","mou_cvce_Mean","mou_rvce_Mean","owylis_vce_Mean","mouowylisv_Mean","churn","totrev","avgrev","avg3mou","avg6mou","hnd_webcap","eqpdays","Customer_ID"
64.585,476.25,64.99,729,0,0,0,0,1,4499.1,93.33,514,545,"WCMB",423,1000926
66.2875,368,59.99,139,202.05,30.57666667,21.66666667,27.54333333,0,2793.99,51.36,392,377,"WCMB",378,1000927
35.19,623.25,44.99,924,456.7,17.18666667,24,89.06,0,1665.8,34.46,467,284,"WCMB",251,1000928
218.8625,1428,119.99,739,677.29,169.55,230,196.3366667,0,6341.07,135.42,1283,1162,"WCMB",91,1000929
144.555,2509.25,58.7025,4069,1020.606667,1489.596667,213.3333333,144.8466667,0,12583.69,252.27,3323,2586,"WCMB",337,1000930
71.8625,514.25,40,373,258.5166667,41.91,0,0,1,2173.01,42.85,428,440,"NA",1538,1000931
30.26,24,29.99,61,20.04666667,0,0,0,0,891.93,19.64,30,31,"NA",1369,1000932
60.5475,82.75,25,151,43.00333333,8.056666667,3,1.196666667,0,1322.76,29.51,60,35,"WCMB",89,1000933
73.475,625.75,50,814,87.69666667,293.45,11.33333333,13.41,0,2987.97,66.79,795,709,"WCMB",52,1000934
92.4725,611.5,34.99,331,345.9866667,51.88666667,25,17.05,1,3761.86,70.71,639,640,"WC",715,1000935
81.5575,174,94.99,391,42.06333333,16.31666667,10.33333333,10.26333333,0,4006.46,82.38,219,313,"WCMB",564,1000936
47.9075,155.75,40.07,190,71.99,32.12,8.333333333,7.49,0,2074.26,43.39,137,161,"WCMB",82,1000937
11.615,1.25,11.4975,5,2.783333333,0,0.666666667,1.256666667,1,5992.76,128.83,2,1,"WC",812,1000938
127.9266667,934.3333333,66.65333333,343,361.7833333,234.7066667,12,23.15333333,0,1459.2,55.18,608,627,"WCMB",93,1000939
74.895,631.75,55,226,0,0,0,0,0,3938.57,80.56,604,823,"WCMB",169,1000940
46.75,167,45,266,62.43333333,65.84333333,13.33333333,9.346666667,0,3101.71,68.36,118,149,"WCMB",401,1000941
61.885,586.25,50,224,261.1,97.64666667,45.66666667,32.95333333,0,2952.52,67.52,611,548,"WC",694,1000942
199.155,2552,91.605,1242,1214.39,892.7733333,206.3333333,209.1466667,0,6384.41,127.91,2680,2327,"WCMB",63,1000943
30,150.5,30,67,8.683333333,90.67,4.666666667,2.04,1,1737.65,34.38,154,169,"WCMB",624,1000944
150.615,1441,159.99,1543,677.6933333,263.6966667,91.66666667,139.4066667,1,5779.88,131.81,1726,1565,"WCMB",80,1000945
10.5625,24.5,10,34,11.33333333,0.283333333,0.333333333,0.74,0,1385.23,30.55,18,38,"NA",1367,1000946
22,76,22,83,32.81666667,5.12,3.333333333,3.24,1,848.01,22,59,68,"WC",1465,1000947
33.1575,197.75,29.99,243,60.12666667,38.98666667,7.666666667,6.153333333,1,1475.21,32.57,160,227,"WC",800,1000948
50.6025,310.75,50,142,97.29666667,71.46,54.66666667,41.17,0,2368.09,53.12,309,337,"NA",800,1000949
74.5425,951.25,42.49,614,594.3933333,164.2133333,24.66666667,32.36,1,3830.41,79.81,831,646,"WCMB",402,1000950
98.1575,1152,89.99,808,491.6433333,166.1466667,63,90.29666667,0,6428.95,135.32,989,1094,"WCMB",132,1000951
22.03,31.25,20,36,17.19,0.46,0.333333333,0.043333333,1,1213.94,26.22,36,28,"NA",1427,1000952
30.1875,39,30,16,18.05,0,0,0,0,1730.94,33.88,38,51,"NA",1140,1000953
105.5675,815,70,510,225.3433333,316.6866667,29,50.58,0,5918.14,135.3,725,863,"WCMB",552,1000954
43.955,238.25,46.24,310,118.94,30.31,13,16.80333333,0,3806.68,72.08,239,502,"WCMB",542,1000955
40.19,328.5,44.99,207,158.8366667,31.44,25.33333333,28.42666667,1,2541.55,50.16,323,407,"WCMB",579,1000956
151.24,2157,159.99,439,504.84,1045.53,20.66666667,26.53666667,0,5709.45,119.69,2241,1906,"WCMB",367,1000957
60.175,656.5,64.8275,162,321.5033333,133.61,37,28.72666667,1,4568.08,100.11,681,698,"WCMB",391,1000958
120.0375,1285.25,84.99,1087,449.03,257.3433333,154.6666667,175.2233333,0,5496.71,124.96,1393,2115,"WCMB",341,1000959
222.695,1562.75,63.99,2330,749.55,261.2766667,51.66666667,59.11333333,0,1868,43.69,1051,777,"WCMB",41,1000960
83.46,785.25,75,213,0,0,0,0,0,4647.55,104.91,769,626,"WCMB",115,1000961
60,0.5,60,2,0.193333333,0,0,0,1,2957.12,60.69,1,2,"NA",1470,1000962
53.735,423.5,59.99,315,218.07,72.90333333,22.66666667,22.55666667,1,3612.29,81.32,372,384,"WCMB",244,1000963
208.275,3626.25,104.98,782,0,0,0,0,0,8140.79,178.11,3489,3647,"WCMB",189,1000964
66.395,490.25,54.995,136,150.11,162.05,19.33333333,25.00666667,1,3052.96,65.92,468,435,"WCMB",123,1000965
127.5875,1178.75,69.99,1500,573.2666667,261.5366667,76,118.5333333,0,5611.52,112.81,1294,1303,"WC",71,1000966
68.6825,481.75,34.98,196,291.5933333,34.09666667,31.66666667,43.34333333,1,2390.09,49.15,494,450,"WCMB",452,1000967
31.415,70.25,29.99,28,41.24333333,21.23,4,5.763333333,0,2184.51,50.44,68,57,"WCMB",448,1000968
62.1725,640,47.1725,365,431.2933333,199.7233333,18.66666667,23.34666667,0,4298.21,85.11,618,412,"NA",603,1000969
120.425,1297.75,41.28,545,386.7966667,376.2366667,90.33333333,75.91333333,0,6867.35,142.66,1294,975,"WCMB",48,1000970
35.2375,892.5,44.99,324,462.8466667,208.8166667,8.333333333,7.27,0,1760.48,32.51,892,755,"WCMB",411,1000971
22.8675,127.75,30.3675,202,89.91333333,24.04333333,5,2.71,1,6325.56,127.67,170,337,"WC",382,1000972
43.975,491,39.99,343,183.8666667,122.1966667,17,13.15666667,1,2258.43,44.67,429,363,"WCMB",361,1000973
39.99,0,49.99,0,0,0,0,0,1,2489.41,48.24,0,87,"WCMB",669,1000974
40.4,11.5,40,11,7.103333333,0,0.333333333,0.19,0,1932.88,41.35,14,19,"NA",1422,1000975
191.7875,615.25,49.99,181,285.8233333,60.34666667,34.33333333,28.45666667,0,3579.52,78,597,418,"WCMB",32,1000976
36.39,944.25,44.99,493,518.4433333,11.15666667,4.666666667,3.213333333,0,2260.3,44.46,823,802,"WC",6,1000977
40.485,566,49.99,249,391.7,29.81333333,28.33333333,44.29,1,2555.48,52.97,586,557,"WCMB",342,1000978
39.925,30.5,39.6775,68,17.45333333,2.363333333,6,2.47,1,2056.38,40.6,39,43,"NA",1527,1000980
54.5275,107,69.99,199,81.20333333,11.54,3.333333333,3.7,1,2110.46,46.74,143,167,"WC",94,1000981
80.05,1287.75,75,124,425.5033333,455.0033333,70,71.90333333,0,4637.26,92.55,1284,1225,"WC",746,1000982
66.46,439,69.99,339,273.48,26.09333333,14.66666667,9.48,0,4288.32,93.83,508,517,"WCMB",227,1000983
59.9125,312.25,30,113,157.27,57.16,16,9.323333333,1,2090.52,43.08,292,270,"NA",793,1000984
85.1675,881,75.3925,542,403.08,263.1766667,36.33333333,34.49666667,0,3039.78,63.24,859,760,"WCMB",407,1000985
35.0075,51,32.49,42,21.84333333,0,1.333333333,1.253333333,0,2009.42,40.57,46,45,"NA",1357,1000986
63.075,1174.75,84.99,273,513.5233333,362.85,154.6666667,256.44,1,3958.81,78.76,1228,1247,"WCMB",124,1000987
118.495,1201.25,54.98,1125,373.82,403.7466667,7,11.04333333,1,2257.86,67.05,1464,1178,"WCMB",517,1000988
24.55,43.5,20,57,29.88666667,5.273333333,0,0,0,1230.7,27.05,53,31,"NA",1419,1000989
74.8925,648.5,70,315,202.7666667,111.9166667,65,36.43,1,3313.75,72.01,642,594,"WCMB",17,1000990
150.4975,817.25,40,634,316.15,85.1,28.66666667,21.46666667,0,4657.95,102.07,717,688,"WCMB",298,1000991
75.675,274.5,75,185,99.11,63.16333333,25.33333333,21.87333333,0,3626.51,78.62,303,378,"WCMB",370,1000992
29.99,106.75,39.99,96,69.98333333,1.863333333,2.666666667,1.686666667,0,1878.5,40.31,116,135,"WCMB",263,1000993
143.9075,1996.25,75,1318,957.5433333,440.6333333,111.6666667,82.42666667,1,5694.36,117.7,1782,1898,"WCMB",176,1000994
31.575,121.5,16.99,163,69.54666667,0.276666667,0,0,0,1245.35,27.58,97,137,"NA",1356,1000995
113.8375,1165.5,88.5325,444,635.9833333,166.49,84.33333333,88.77,0,6469.47,139.63,1097,1127,"NA",78,1000996
40.875,248.75,30,77,121.5033333,93.16666667,5.666666667,6.786666667,1,1743.89,34.27,251,215,"NA",1525,1000997
38.1275,138.25,29.99,96,95.34333333,0.2,2.666666667,1.51,1,1848.75,37.96,120,115,"NA",1464,1000998
32.89,45.5,37.4175,13,21.51,3.853333333,3,1.953333333,0,2026.99,43.49,45,46,"WC",908,1000999
133.26,993.5,49.995,996,381.8833333,350.8533333,55,83.17333333,0,3590.39,71.06,982,756,"WC",466,1001000
